year	stem	section	qidx	has_answer	has_solution	answer_text
1987	shanghai	填空题	8	1	1	\(2x-y+3=0\)，\(2x+y-3=0\)
1987	shanghai	填空题	9	1	1	\(y^2=2x\)
1987	shanghai	填空题	10	1	1	\(4\)
1987	shanghai	填空题	11	1	1	\(0\)
1987	shanghai	填空题	12	1	1	\(1\)
1987	shanghai	单选题	13	1	1	C
1987	shanghai	单选题	14	1	1	D
1987	shanghai	单选题	15	1	1	B
1987	shanghai	单选题	16	1	1	C
1987	shanghai	单选题	17	1	1	A
1987	shanghai	单选题	18	1	1	C
1987	shanghai	单选题	19	1	1	D
1987	shanghai	单选题	20	1	1	B
1987	shanghai	单选题	21	1	1	B
1987	shanghai	单选题	22	1	1	D
1987	shanghai	单选题	23	1	1	B
1987	shanghai	单选题	24	1	1	B
1987	shanghai	解答题	25	0	1	
1987	shanghai	解答题	26	0	1	
1987	shanghai	解答题	27	0	1	
1987	shanghai	解答题	28	0	1	
1987	shanghai	解答题	29	0	1	
1988	shanghai	填空题	1	1	1	\(2\)
1988	shanghai	填空题	2	1	1	\(y=x^2+1\)（\(x\geqslant0\)）
1988	shanghai	填空题	3	1	1	\(\rho=a\sin\theta\)
1988	shanghai	填空题	4	1	1	\(y=\frac{x^2-x}{2}\)
1988	shanghai	填空题	5	1	1	\(\frac{3}{5}\)
1988	shanghai	填空题	6	1	1	\(6\)
1988	shanghai	填空题	7	1	1	\(2\)
1988	shanghai	填空题	8	1	1	\(7\)
1988	shanghai	填空题	9	1	1	\(y^2=-4(x-5)\)
1988	shanghai	填空题	10	1	1	\(240\)
1988	shanghai	单选题	11	1	1	D
1988	shanghai	单选题	12	1	1	B
1988	shanghai	单选题	13	1	1	A
1988	shanghai	单选题	14	1	1	A
1988	shanghai	单选题	15	1	1	C
1988	shanghai	单选题	16	1	1	B
1988	shanghai	单选题	17	1	1	D
1988	shanghai	单选题	18	1	1	B
1988	shanghai	单选题	19	1	1	D
1988	shanghai	单选题	20	1	1	C
1988	shanghai	解答题	21	0	1	
1988	shanghai	解答题	22	0	1	
1988	shanghai	解答题	23	0	1	
1988	shanghai	解答题	24	0	1	
1988	shanghai	解答题	25	0	1	
1988	shanghai	解答题	26	0	1	
1988	shanghai	解答题	27	0	1	
1988	shanghai	解答题	28	0	1	
1989	shanghai	填空题	1	1	1	\(\frac{1}{3}\)
1989	shanghai	填空题	2	1	1	\(-\sqrt{2}\i\)
1989	shanghai	填空题	3	1	1	\(\left\{x\mid x=4k\pi+\frac{2\pi}{3}\text{\ 或\ }x=4k\pi-2\pi,\ k\in\Z\right\}\)
1989	shanghai	填空题	4	1	1	\(\frac{16}{3}\)
1989	shanghai	填空题	5	1	1	\((-\infty,0)\)
1989	shanghai	填空题	6	1	1	\(\frac{60}{13}\)
1989	shanghai	填空题	7	1	1	\(x=4\)
1989	shanghai	填空题	8	1	1	\(-\frac{2}{3}\sqrt{3}\)
1989	shanghai	填空题	9	1	1	\(\frac{3}{2}\)
1989	shanghai	填空题	10	1	1	\(y=-\frac{17}{16}\)
1989	shanghai	单选题	11	1	1	C
1989	shanghai	单选题	12	1	1	A
1989	shanghai	单选题	13	1	1	B
1989	shanghai	单选题	14	1	1	D
1989	shanghai	单选题	15	1	1	B
1989	shanghai	单选题	16	1	1	C
1989	shanghai	单选题	17	1	1	D
1989	shanghai	单选题	18	1	1	A
1989	shanghai	单选题	19	1	1	B
1989	shanghai	单选题	20	1	1	D
1989	shanghai	解答题	21	0	1	
1989	shanghai	解答题	22	0	1	
1989	shanghai	解答题	23	0	1	
1989	shanghai	解答题	24	0	1	
1989	shanghai	解答题	25	0	1	
1989	shanghai	解答题	26	0	1	
1989	shanghai	解答题	27	0	1	
1989	shanghai	解答题	28	0	1	
1990	shanghai	填空题	1	1	1	\([-4,-2)\cup(-2,+\infty)\)
1990	shanghai	填空题	2	1	1	\(y=\sin x\)，\(x\in[-\frac{\pi}{2},\frac{\pi}{2}]\)
1990	shanghai	填空题	3	1	1	\(2x+y-4=0\)
1990	shanghai	填空题	4	1	1	\(2\pi\)
1990	shanghai	填空题	5	1	1	\(\frac{2\sqrt5}{5}\)
1990	shanghai	填空题	6	1	1	\(0\)
1990	shanghai	填空题	7	1	1	\(al\)
1990	shanghai	填空题	8	1	1	\(-2\)
1990	shanghai	填空题	9	1	1	\(-\frac43\)
1990	shanghai	填空题	10	1	1	\(60\)
1990	shanghai	单选题	11	1	1	C
1990	shanghai	单选题	12	1	1	B
1990	shanghai	单选题	13	1	1	A
1990	shanghai	单选题	14	1	1	A
1990	shanghai	单选题	15	1	1	C
1990	shanghai	单选题	16	1	1	B
1990	shanghai	单选题	17	1	1	B
1990	shanghai	单选题	18	1	1	D
1990	shanghai	单选题	19	1	1	B
1990	shanghai	单选题	20	1	1	D
1990	shanghai	解答题	21	0	1	
1990	shanghai	解答题	22	0	1	
1990	shanghai	解答题	23	0	1	
1990	shanghai	解答题	24	0	1	
1990	shanghai	解答题	25	0	1	
1990	shanghai	解答题	26	0	1	
1990	shanghai	解答题	27	0	1	
1991	shanghai	填空题	1	1	1	\(y = \log_3 x\)（\(x \geqslant 1\)）
1991	shanghai	填空题	2	1	1	\(-\frac{\sqrt{10}}{10}\)
1991	shanghai	填空题	3	1	1	\(\frac{3}{2}\)
1991	shanghai	填空题	4	1	1	\(2\)
1991	shanghai	填空题	5	1	1	\(\frac{\sqrt{3}}{2}\)
1991	shanghai	填空题	6	1	1	\(\frac{9}{2}\sqrt{3}\)
1991	shanghai	填空题	7	1	1	\(8\sqrt{2}\pi\)
1991	shanghai	填空题	8	1	1	\(60\)
1991	shanghai	填空题	9	1	1	\(x^2 - 4x + 5\)
1991	shanghai	填空题	10	1	1	\(\rho = -8\cos \theta\)
1991	shanghai	单选题	11	1	1	B
1991	shanghai	单选题	12	1	1	C
1991	shanghai	单选题	13	1	1	B
1991	shanghai	单选题	14	1	1	C
1991	shanghai	单选题	15	1	1	B
1991	shanghai	单选题	16	1	1	A
1991	shanghai	单选题	17	1	1	D
1991	shanghai	单选题	18	1	1	A
1991	shanghai	单选题	19	1	1	D
1991	shanghai	单选题	20	1	1	A
1991	shanghai	解答题	21	0	1	
1991	shanghai	解答题	22	0	1	
1991	shanghai	解答题	23	0	1	
1991	shanghai	解答题	24	0	1	
1991	shanghai	解答题	25	0	1	
1991	shanghai	解答题	26	0	1	
1991	shanghai	解答题	27	0	1	
1992	shanghai	填空题	1	1	1	\(-\frac{\sqrt{2}}{4}\)
1992	shanghai	填空题	2	1	1	56
1992	shanghai	填空题	3	1	1	\(\frac{3}{2}\)
1992	shanghai	填空题	4	1	1	4
1992	shanghai	填空题	5	1	1	\(-64\)
1992	shanghai	填空题	6	1	1	\(x - y + 1 = 0\)
1992	shanghai	填空题	7	1	1	\(60\sqrt{2}\pi\)
1992	shanghai	填空题	8	1	1	\([-1,+\infty)\)
1992	shanghai	填空题	9	1	1	72
1992	shanghai	填空题	10	1	1	\(\arcsin \frac{\sqrt{6}}{4}\)
1992	shanghai	单选题	11	1	1	D
1992	shanghai	单选题	12	1	1	C
1992	shanghai	单选题	13	1	1	D
1992	shanghai	单选题	14	1	1	D
1992	shanghai	单选题	15	1	1	C
1992	shanghai	单选题	16	1	1	A
1992	shanghai	单选题	17	1	1	B
1992	shanghai	单选题	18	1	1	A
1992	shanghai	单选题	19	1	1	B
1992	shanghai	单选题	20	1	1	B
1992	shanghai	解答题	21	0	1	
1992	shanghai	解答题	22	0	1	
1992	shanghai	解答题	23	0	1	
1992	shanghai	解答题	24	0	1	
1992	shanghai	解答题	25	0	1	
1992	shanghai	解答题	26	0	1	
1993	shanghai	填空题	1	1	1	2
1993	shanghai	填空题	2	1	1	\(\frac{\pi}{\omega}\)
1993	shanghai	填空题	3	1	1	\(\frac{7\pi}{5}\)
1993	shanghai	填空题	4	1	1	72
1993	shanghai	填空题	5	1	1	\(y = \cos x\)（\(\frac{\pi}{2} \leqslant x \leqslant \pi\)）
1993	shanghai	填空题	6	1	1	2
1993	shanghai	填空题	7	1	1	\(600\pi\)
1993	shanghai	填空题	8	1	1	12
1993	shanghai	填空题	9	1	1	\(\rho \sin \theta = 2\)
1993	shanghai	填空题	10	1	1	\(\arccos \frac{\sqrt{3}}{3}\)
1993	shanghai	单选题	11	1	1	C
1993	shanghai	单选题	12	1	1	B
1993	shanghai	单选题	13	1	1	D
1993	shanghai	单选题	14	1	1	C
1993	shanghai	单选题	15	1	1	D
1993	shanghai	单选题	16	1	1	B
1993	shanghai	单选题	17	1	1	A
1993	shanghai	单选题	18	1	1	C
1993	shanghai	单选题	19	1	1	B
1993	shanghai	单选题	20	1	1	C
1993	shanghai	解答题	21	0	1	
1993	shanghai	解答题	22	0	1	
1993	shanghai	解答题	23	0	1	
1993	shanghai	解答题	24	0	1	
1993	shanghai	解答题	25	0	1	
1993	shanghai	解答题	26	0	1	
1994	shanghai	填空题	1	1	1	\(-2 < x < 0\)
1994	shanghai	填空题	2	1	1	\(\frac{\sqrt{7}}{4}\)
1994	shanghai	填空题	3	1	1	\((x + 2)^2 + (y - 3)^2 = 4\)
1994	shanghai	填空题	4	1	1	\(x = 4\)
1994	shanghai	填空题	5	1	1	\(24\)
1994	shanghai	填空题	6	1	1	\(y = -\sqrt{x^2 + 1}\)（\(x \geqslant 0\)）
1994	shanghai	填空题	7	1	1	\((0,\sqrt{3})\) 和 \((0,-\sqrt{3})\)
1994	shanghai	填空题	8	1	1	\(40\)
1994	shanghai	填空题	9	1	1	\(\sqrt{2} - 1\)
1994	shanghai	填空题	10	1	1	\(\frac{\pi}{2}\)
1994	shanghai	单选题	11	1	1	B
1994	shanghai	单选题	12	1	1	A
1994	shanghai	单选题	13	1	1	C
1994	shanghai	单选题	14	1	1	C
1994	shanghai	单选题	15	1	1	D
1994	shanghai	单选题	16	1	1	B
1994	shanghai	单选题	17	1	1	A
1994	shanghai	单选题	18	1	1	D
1994	shanghai	单选题	19	1	1	B
1994	shanghai	单选题	20	1	1	C
1994	shanghai	解答题	21	0	1	
1994	shanghai	解答题	22	0	1	
1994	shanghai	解答题	23	0	1	
1994	shanghai	解答题	24	0	1	
1994	shanghai	解答题	25	0	1	
1994	shanghai	解答题	26	0	1	
1994	shanghai_liberal	填空题	1	1	1	\(-2 < x < 0\)
1994	shanghai_liberal	填空题	2	1	1	\(\pi\)
1994	shanghai_liberal	填空题	3	1	1	\(-4\)
1994	shanghai_liberal	填空题	4	1	1	\((x + 2)^2 + (y - 3)^2 = 4\)
1994	shanghai_liberal	填空题	5	1	1	\(x = 4\)
1994	shanghai_liberal	填空题	6	1	1	\(y = -\sqrt{x^{2} + 1}\)（\(x \geqslant 0\)）
1994	shanghai_liberal	填空题	7	1	1	\((0,\sqrt{3})\) 和 \((0,-\sqrt{3})\)
1994	shanghai_liberal	填空题	8	1	1	\(40\)
1994	shanghai_liberal	填空题	9	1	1	\(-\frac{2}{3}\)
1994	shanghai_liberal	填空题	10	1	1	\(25400\)
1994	shanghai_liberal	单选题	11	1	1	B
1994	shanghai_liberal	单选题	12	1	1	A
1994	shanghai_liberal	单选题	13	1	1	C
1994	shanghai_liberal	单选题	14	1	1	C
1994	shanghai_liberal	单选题	15	1	1	D
1994	shanghai_liberal	单选题	16	1	1	B
1994	shanghai_liberal	单选题	17	1	1	A
1994	shanghai_liberal	单选题	18	1	1	D
1994	shanghai_liberal	单选题	19	1	1	B
1994	shanghai_liberal	单选题	20	1	1	C
1994	shanghai_liberal	解答题	21	0	1	
1994	shanghai_liberal	解答题	22	0	1	
1994	shanghai_liberal	解答题	23	0	1	
1994	shanghai_liberal	解答题	24	0	1	
1994	shanghai_liberal	解答题	25	0	1	
1994	shanghai_liberal	解答题	26	0	1	
1994	shanghai_science	填空题	1	1	1	\(-2 < x < 0\)
1994	shanghai_science	填空题	2	1	1	\(-4\)
1994	shanghai_science	填空题	3	1	1	\((x + 2)^2 + (y - 3)^2 = 4\)
1994	shanghai_science	填空题	4	1	1	\(x = 4\)
1994	shanghai_science	填空题	5	1	1	\(-\frac{2}{3}\)
1994	shanghai_science	填空题	6	1	1	\(y = -\sqrt{x^2 + 1}\)（\(x \geqslant 0\)）
1994	shanghai_science	填空题	7	1	1	\((0, \sqrt{3})\) 和 \((0, -\sqrt{3})\)
1994	shanghai_science	填空题	8	1	1	\(40\)
1994	shanghai_science	填空题	9	1	1	\(300\)
1994	shanghai_science	填空题	10	1	1	\(\frac{\pi}{2}\)
1994	shanghai_science	单选题	11	1	1	B
1994	shanghai_science	单选题	12	1	1	A
1994	shanghai_science	单选题	13	1	1	C
1994	shanghai_science	单选题	14	1	1	C
1994	shanghai_science	单选题	15	1	1	D
1994	shanghai_science	单选题	16	1	1	B
1994	shanghai_science	单选题	17	1	1	A
1994	shanghai_science	单选题	18	1	1	D
1994	shanghai_science	单选题	19	1	1	B
1994	shanghai_science	单选题	20	1	1	C
1994	shanghai_science	解答题	21	0	1	
1994	shanghai_science	解答题	22	0	1	
1994	shanghai_science	解答题	23	0	1	
1994	shanghai_science	解答题	24	0	1	
1994	shanghai_science	解答题	25	0	1	
1994	shanghai_science	解答题	26	0	1	
1995	shanghai_liberal	单选题	1	1	1	C
1995	shanghai_liberal	单选题	2	1	1	B
1995	shanghai_liberal	单选题	3	1	1	B
1995	shanghai_liberal	单选题	4	1	1	C
1995	shanghai_liberal	单选题	5	1	1	A
1995	shanghai_liberal	单选题	6	1	1	A
1995	shanghai_liberal	单选题	7	1	1	D
1995	shanghai_liberal	单选题	8	1	1	B
1995	shanghai_liberal	填空题	9	1	1	\(x<-3\) 或 \(x>4\)
1995	shanghai_liberal	填空题	10	1	1	\(3x\pm4y=0\)
1995	shanghai_liberal	填空题	11	1	1	\(y=54.8\left(1+x\%\right)^8\)
1995	shanghai_liberal	填空题	12	1	1	\(1\)
1995	shanghai_liberal	填空题	13	1	1	\(11\)
1995	shanghai_liberal	填空题	14	1	1	\(y^2=-8x+8\)
1995	shanghai_liberal	填空题	15	1	1	\(-\sqrt{\frac{x-1}{3}}\)（\(x\geqslant1\)）
1995	shanghai_liberal	填空题	16	1	1	\((\lg2,+\infty)\)
1995	shanghai_liberal	填空题	17	1	1	\(\left[-\frac{3\pi}{2},\frac{\pi}{2}\right]\)
1995	shanghai_liberal	选做题：填空题	18	1	1	\(-2<r<0\)
1995	shanghai_liberal	选做题：填空题	19	1	1	\(350\)
1995	shanghai_liberal	选做题：填空题	20	1	1	\(37.70\)（或 \(37.68\) 或 \(37.69\)）
1995	shanghai_liberal	选做题：填空题	21	1	1	\(\e\)
1995	shanghai_liberal	选做题：填空题	22	1	1	\(\frac{25}{33}\)（或 \(0.76\)）
1995	shanghai_liberal	选做题：填空题	23	1	1	\(14\)
1995	shanghai_liberal	选做题：解答题	24	0	1	
1995	shanghai_liberal	选做题：解答题	25	0	1	
1995	shanghai_liberal	选做题：解答题	26	0	1	
1995	shanghai_liberal	选做题：解答题	27	0	1	
1995	shanghai_liberal	解答题	28	0	1	
1995	shanghai_liberal	解答题	29	0	1	
1995	shanghai_liberal	解答题	30	0	1	
1995	shanghai_science	单选题	1	1	1	C
1995	shanghai_science	单选题	2	1	1	B
1995	shanghai_science	单选题	3	1	1	B
1995	shanghai_science	单选题	4	1	1	C
1995	shanghai_science	单选题	5	1	1	A
1995	shanghai_science	单选题	6	1	1	A
1995	shanghai_science	单选题	7	1	1	D
1995	shanghai_science	单选题	8	1	1	B
1995	shanghai_science	填空题	9	1	1	\(x<-3\) 或 \(x>4\)
1995	shanghai_science	填空题	10	1	1	\(3x\pm4y=0\)
1995	shanghai_science	填空题	11	1	1	\(y=54.8(1+x\%)^8\)
1995	shanghai_science	填空题	12	1	1	\(1\)
1995	shanghai_science	填空题	13	1	1	\(11\)
1995	shanghai_science	填空题	14	1	1	\(y^2=-8x+8\)
1995	shanghai_science	填空题	15	1	1	\(x^2+(y-1)^2=1\)
1995	shanghai_science	填空题	16	1	1	\(3x^2-y^2=1\)
1995	shanghai_science	填空题	17	1	1	\(\left[-\frac{3\pi}{2},\frac{\pi}{2}\right]\)
1995	shanghai_science	选做题：填空题	18	1	1	\(-2<r<0\)
1995	shanghai_science	选做题：填空题	19	1	1	\(350\)
1995	shanghai_science	选做题：填空题	20	1	1	\(37.70\)（或 \(37.68\)，\(37.69\)）
1995	shanghai_science	选做题：填空题	21	1	1	\(\e\)
1995	shanghai_science	选做题：填空题	22	1	1	\(\frac{25}{33}\)（或 \(0.76\)）
1995	shanghai_science	选做题：填空题	23	1	1	\(2+\i\)
1995	shanghai_science	选做题：解答题	24	0	1	
1995	shanghai_science	选做题：解答题	25	0	1	
1995	shanghai_science	选做题：解答题	26	0	1	
1995	shanghai_science	选做题：解答题	27	0	1	
1995	shanghai_science	解答题	28	0	1	
1995	shanghai_science	解答题	29	0	1	
1995	shanghai_science	解答题	30	0	1	
1996	shanghai_liberal	单选题	1	1	1	D
1996	shanghai_liberal	单选题	2	1	1	B
1996	shanghai_liberal	单选题	3	1	1	B
1996	shanghai_liberal	单选题	4	1	1	C
1996	shanghai_liberal	单选题	5	1	1	C
1996	shanghai_liberal	单选题	6	1	1	D
1996	shanghai_liberal	单选题	7	1	1	D
1996	shanghai_liberal	单选题	8	1	1	A
1996	shanghai_liberal	填空题	9	1	1	\(1\)
1996	shanghai_liberal	填空题	10	1	1	\(\{x \mid 1 < x < 2\}\)（或 \((1,2)\)）
1996	shanghai_liberal	填空题	11	1	1	\(\frac{7\pi}{12}\)
1996	shanghai_liberal	填空题	12	1	1	\(y=-\sqrt{\frac{1}{x}}\)（\(x>0\)）
1996	shanghai_liberal	填空题	13	1	1	\(y^2=6x-3\)
1996	shanghai_liberal	填空题	14	1	1	\(4\)
1996	shanghai_liberal	选做题：填空题	15	1	1	\((4,2)\)
1996	shanghai_liberal	选做题：填空题	16	1	1	\((1,-1)\)
1996	shanghai_liberal	选做题：填空题	17	1	1	\(1440\)
1996	shanghai_liberal	选做题：填空题	18	1	1	\(\frac{2\sqrt{2}}{3}\pi\)
1996	shanghai_liberal	选做题：填空题	19	1	1	\(-63\)
1996	shanghai_liberal	选做题：填空题	20	1	1	\(-\frac{1}{4}\)
1996	shanghai_liberal	选做题：填空题	21	1	1	\(\frac{1}{28}\)
1996	shanghai_liberal	选做题：填空题	22	1	1	投资房地产
1996	shanghai_liberal	解答题	23	0	1	
1996	shanghai_liberal	解答题	24	0	1	
1996	shanghai_liberal	解答题	25	0	1	
1996	shanghai_liberal	选做题：解答题	26	0	1	
1996	shanghai_liberal	选做题：解答题	27	0	1	
1996	shanghai_liberal	解答题	28	0	1	
1996	shanghai_liberal	解答题	29	0	1	
1996	shanghai_science	单选题	1	1	1	D
1996	shanghai_science	单选题	2	1	1	B
1996	shanghai_science	单选题	3	1	1	B
1996	shanghai_science	单选题	4	1	1	C
1996	shanghai_science	单选题	5	1	1	C
1996	shanghai_science	单选题	6	1	1	D
1996	shanghai_science	单选题	7	1	1	D
1996	shanghai_science	单选题	8	1	1	A
1996	shanghai_science	填空题	9	1	1	\(1\)
1996	shanghai_science	填空题	10	1	1	\(\{x\mid 1<x<2\}\)（或 \((1,2)\)）
1996	shanghai_science	填空题	11	1	1	\(2\pi - 2\arcsin \frac{1}{3}\)
1996	shanghai_science	填空题	12	1	1	\(y=-\sqrt{\frac{1}{x}}\)（\(x>0\)）
1996	shanghai_science	填空题	13	1	1	\(\frac{\sqrt{2}}{2}\)
1996	shanghai_science	填空题	14	1	1	\(-8\)
1996	shanghai_science	选做题：填空题	15	1	1	\((4,2)\)
1996	shanghai_science	选做题：填空题	16	1	1	\((1,-1)\)
1996	shanghai_science	选做题：填空题	17	1	1	\(1440\)
1996	shanghai_science	选做题：填空题	18	1	1	\(\frac{5}{8}\)
1996	shanghai_science	选做题：填空题	19	1	1	\(-63\)
1996	shanghai_science	选做题：填空题	20	1	1	\(-\frac{1}{4}\)
1996	shanghai_science	选做题：填空题	21	1	1	\(\frac{1}{28}\)
1996	shanghai_science	选做题：填空题	22	1	1	\(\frac{\sqrt{6}}{2}-\frac{\sqrt{2}}{2}\i\)（或 \(\sqrt{2}\left(\cos \frac{11\pi}{6}+\i\sin \frac{11\pi}{6}\right)\)）
1996	shanghai_science	解答题	23	0	1	
1996	shanghai_science	解答题	24	0	1	
1996	shanghai_science	解答题	25	0	1	
1996	shanghai_science	选做题：解答题	26	0	1	
1996	shanghai_science	选做题：解答题	27	0	1	
